PRODUCTO;Modelo ;Descripcion ;Proveedor ;;Quantity;Price USD
ID-00008586;PEP08;GRAMPAS 8MM ALAMBRE 1.2;GACINOL S.R.L;HAMILTON;15;51620,09
ID-00008587;PEP10;GRAMPA 10MM ALAMBRE 1.2;GACINOL S.R.L;HAMILTON;17;61026,00
ID-00008588;PES06;GRAMPAS 0.7X11.3 6MM X 1000;GACINOL S.R.L;HAMILTON;2;2496,66
ID-00008589;PEP06;GRAMPAS HAMILTON 6MM 1.2X10.6MM;GACINOL S.R.L;HAMILTON;6;29126,03
ID-00008590;BHM8;"TUBO HEXAGONAL 1/2"" HAMILTON x 8MM";GACINOL S.R.L;HAMILTON;3;6423,49
ID-00008591;BHM9;"TUBO HEXAGONAL 1/2"" HAMILTON x 9MM";GACINOL S.R.L;HAMILTON;3;6466,06
ID-00008592;BHM10;"TUBO HEXAGONAL 1/2"" HAMILTON x 10MM";GACINOL S.R.L;HAMILTON;5;10705,82
ID-00008593;BHM11;"TUBO HEXAGONAL 1/2"" HAMILTON x 11MM";GACINOL S.R.L;HAMILTON;5;10779,65
ID-00008594;BHM12;"TUBO HEXAGONAL 1/2"" HAMILTON x 12MM";GACINOL S.R.L;HAMILTON;3;6423,49
ID-00008595;BHM13;"TUBO HEXAGONAL 1/2"" HAMILTON x 13MM";GACINOL S.R.L;HAMILTON;2;4168,89
ID-00008596;BHM14;"TUBO HEXAGONAL 1/2"" HAMILTON x 14MM";GACINOL S.R.L;HAMILTON;3;6636,19
ID-00008597;BHM15;"TUBO HEXAGONAL 1/2"" HAMILTON x 15MM";GACINOL S.R.L;HAMILTON;2;4424,12
ID-00008598;BHM16;"TUBO HEXAGONAL 1/2"" HAMILTON x 16MM";GACINOL S.R.L;HAMILTON;3;6636,19
ID-00008599;BHM17;"TUBO HEXAGONAL 1/2"" HAMILTON x 17MM";GACINOL S.R.L;HAMILTON;3;7019,04
ID-00008600;BHM18;"TUBO HEXAGONAL 1/2"" HAMILTON x 18MM";GACINOL S.R.L;HAMILTON;3;7827,30
ID-00008601;BHM19;"TUBO HEXAGONAL 1/2"" HAMILTON x 19MM";GACINOL S.R.L;HAMILTON;3;7827,30
ID-00008602;BHM20;"TUBO HEXAGONAL 1/2"" HAMILTON x 20MM";GACINOL S.R.L;HAMILTON;5;16165,05
ID-00008603;BHM21;"TUBO HEXAGONAL 1/2"" HAMILTON x 21MM";GACINOL S.R.L;HAMILTON;3;9486,31
ID-00008604;BHM22;"TUBO HEXAGONAL 1/2"" HAMILTON x 22MM";GACINOL S.R.L;HAMILTON;0;0,00
ID-00008605;BHM23;"TUBO HEXAGONAL 1/2"" HAMILTON x 23MM";GACINOL S.R.L;HAMILTON;5;20135,43
ID-00008606;BHM24;"TUBO HEXAGONAL 1/2"" HAMILTON x 24MM";GACINOL S.R.L;HAMILTON;2;8054,17
ID-00008607;BHM25;"TUBO HEXAGONAL 1/2"" HAMILTON x 25MM";GACINOL S.R.L;HAMILTON;5;23254,99
ID-00008608;BHM26;"TUBO HEXAGONAL 1/2"" HAMILTON x 26MM";GACINOL S.R.L;HAMILTON;0;0,00
ID-00008609;BHM27;"TUBO HEXAGONAL 1/2"" HAMILTON x 27MM";GACINOL S.R.L;HAMILTON;3;15867,26
ID-00008610;BHM28;"TUBO HEXAGONAL 1/2"" HAMILTON x 28MM";GACINOL S.R.L;HAMILTON;2;12903,70
ID-00008611;BHM29;"TUBO HEXAGONAL 1/2"" HAMILTON x 29MM";GACINOL S.R.L;HAMILTON;1;6834,71
ID-00008612;BHM30;"TUBO HEXAGONAL 1/2"" HAMILTON x 30MM";GACINOL S.R.L;HAMILTON;3;20504,13
ID-00008613;BHM32;"TUBO HEXAGONAL 1/2"" HAMILTON x 32MM";GACINOL S.R.L;HAMILTON;2;13669,42
ID-00008614;BHP516;"TUBO HEXAGONAL 1/2"" HAMILTON x 5/16""";GACINOL S.R.L;HAMILTON;3;6423,49
ID-00008615;BHP38;"TUBO HEXAGONAL 1/2"" HAMILTON x 3/8""";GACINOL S.R.L;HAMILTON;4;8564,66
ID-00008616;BHP716;"TUBO HEXAGONAL 1/2"" HAMILTON x 7/16""";GACINOL S.R.L;HAMILTON;3;6423,49
ID-00008617;;;;;0;0,00
ID-00008618;;;;;0;0,00
ID-00008619;BHP12;"TUBO HEXAGONAL 1/2"" HAMILTON x 1/2""";GACINOL S.R.L;HAMILTON;5;10705,82
ID-00008620;BHP916;"TUBO HEXAGONAL 1/2"" HAMILTON x 9/16""";GACINOL S.R.L;HAMILTON;5;10705,82
ID-00008621;BHP58;"TUBO HEXAGONAL 1/2"" HAMILTON x 5/8""";GACINOL S.R.L;HAMILTON;2;4282,33
ID-00008622;BHP1116;"TUBO HEXAGONAL 1/2"" HAMILTON x 11/16""";GACINOL S.R.L;HAMILTON;1;2282,96
ID-00008623;BHP34;"TUBO HEXAGONAL 1/2"" HAMILTON x 3/4""";GACINOL S.R.L;HAMILTON;2;5189,82
ID-00008624;BHP1316;"TUBO HEXAGONAL 1/2"" HAMILTON x 13/16""";GACINOL S.R.L;HAMILTON;2;6324,21
ID-00008625;BHP78;"TUBO HEXAGONAL 1/2"" HAMILTON x 7/8""";GACINOL S.R.L;HAMILTON;3;11102,84
ID-00008626;BHP1516;"TUBO HEXAGONAL 1/2"" HAMILTON x 15/16""";GACINOL S.R.L;HAMILTON;2;8054,17
ID-00008627;BHP10;"TUBO HEXAGONAL 1/2"" HAMILTON x 1""";GACINOL S.R.L;HAMILTON;1;424,62
ID-00008628;AB04;"MOVIMIENTO UNIVERSAL 1/2"" HAMILTON";GACINOL S.R.L;HAMILTON;2;13867,93
ID-00008629;AB07;"LLAVE CRIQUE 1/2"" MANGO ERGO HAMILTON";GACINOL S.R.L;HAMILTON;1;29366,54
ID-00008630;AB08;"SACABUJIAS DE 1/2"" HAMILTON 16MM";GACINOL S.R.L;HAMILTON;3;9528,88
ID-00008631;AB09;"SACABUJIAS DE 1/2"" HAMILTON 21MM";GACINOL S.R.L;HAMILTON;3;12166,34
ID-00008632;AB10;"MANGO DE FUERZA 1/2"" DESLIZABLE HAMILTON";GACINOL S.R.L;HAMILTON;0;0,00
ID-00008633;AB11;"LLAVE CRIQUE 1/2"" CROMADA HAMILTON";GACINOL S.R.L;HAMILTON;2;3615,87
ID-00008634;AB01;"EXTENSION 1/2"" HAMILTON x 3""";GACINOL S.R.L;HAMILTON;3;12336,49
ID-00008635;AB02;"EXTENSION 1/2"" HAMILTON x 5""";GACINOL S.R.L;HAMILTON;2;10663,27
ID-00008636;AB03;"EXTENSION 1/2"" HAMILTON x 10""";GACINOL S.R.L;HAMILTON;3;26034,28
ID-00008637;AB05;"MANGO DE FUERZA 1/2"" HAMILTON 10""";GACINOL S.R.L;HAMILTON;1;17923,38
ID-00008638;AB06;"MANGO DE FUERZA 1/2"" HAMILTON 15""";GACINOL S.R.L;HAMILTON;0;0,00
ID-00008639;BHM4-14;"TUBO 4 MM ENC. DE 1/4""";GACINOL S.R.L;HAMILTON;2;149,14
ID-00008640;BHM45-14;"TUBO DE 4.5 MM ENC. DE 1/4""";GACINOL S.R.L;HAMILTON;2;149,14
ID-00008641;BHM5-14;"TUBO DE 5 MM ENC DE 1/4""";GACINOL S.R.L;HAMILTON;2;149,14
ID-00008642;BHM6-14;"TUBO 6 MM ENC DE 1/4""";GACINOL S.R.L;HAMILTON;0;0,00
ID-00008643;BHM7-14;"TUBO 7 MM ENC DE 1/4""";GACINOL S.R.L;HAMILTON;1;269,88
ID-00008644;BHM7-14;"TUBO 7 MM ENC DE 1/4""";GACINOL S.R.L;HAMILTON;2;528,16
ID-00008645;BHM9-14;"TUBO 9 MM ENC DE 1/4""";GACINOL S.R.L;HAMILTON;0;0,00
ID-00008646;BHM10-14;"TUBO 10 MM ENC. DE 1/4""";GACINOL S.R.L;HAMILTON;3;3367,98
ID-00008647;BHM11-14;"TUBO 11 MM ENC DE 1/4""";GACINOL S.R.L;HAMILTON;0;0,00
ID-00008648;BHM12-14;"TUBO 12 MM ENC DE 1/4""";GACINOL S.R.L;HAMILTON;3;298,99
ID-00008649;BHM13-14;"TUBO 13 MM ENC DE 1/4""";GACINOL S.R.L;HAMILTON;2;2753,02
ID-00008650;AB04-14;MOVIMIENTO UNIVERSAL ART. HAMILTON 1/4;GACINOL S.R.L;HAMILTON;2;731,48
ID-00008651;AB01-14;"EXTENSION DE 3"" ENC DE 1/4""";GACINOL S.R.L;HAMILTON;1;1955,85
ID-00008652;AB02-14;"EXTENCION ENC.1/4 4"" HAMILTON";GACINOL S.R.L;HAMILTON;1;573,59
ID-00008653;AB03-14;"EXTENCION ENC.1/4 6"" HAMILTON";GACINOL S.R.L;HAMILTON;3;8977,09
ID-00008654;;;;;0;0,00
ID-00008655;;;;;0;0,00
ID-00008656;00805.10;HORQUILLA 4 PUAS ECONOMICA SIN CABO;BERMON DISTRIBUIDORA S.R.L;CONER;1;6,84
ID-00008657;240.LD.6;LLANA DENTADA 6X6 MM;BULONFER S.A;BIASSONI;0;0,00
ID-00008658;240.LD.8;LLANA DENTADA 8X8 MM;BULONFER S.A;BIASSONI;2;0,54
ID-00008659;03146.42;ESCUADRA METALICA 200MM BIASONI;BERMON DISTRIBUIDORA S.R.L;BIASSONI;1;0,67
ID-00008660;03146.44;ESCUADRA C/REGLA x 250 MM BIASSONI;BERMON DISTRIBUIDORA S.R.L;BIASSONI;2;1,63
ID-00008661;03146.46;ESCUADRA MILIMETRADA 300MM BIASSONI;BERMON DISTRIBUIDORA S.R.L;BIASSONI;1;0,85
ID-00008662;03214.231;"TIJERA CORTA PERNO DE 12"" BIASSONI";BERMON DISTRIBUIDORA S.R.L;BIASSONI;0;0,00
ID-00008663;172351;"TIJERA CORTA PERNO DE 14"" BIASSONI";CRIMARAL S.A.I.C.F.E.I;BIASSONI;0;0,00
ID-00008664;03214.190;TIJERA P/ CORTAR CHAPA BIASONI;BERMON DISTRIBUIDORA S.R.L;BIASSONI;1;1,13
ID-00008665;03214.19;TIJERA P/ CORTAR CHAPA BIASONI;BERMON DISTRIBUIDORA S.R.L;BIASSONI;1;1,24
ID-00008666;03214.155;LLAVE PARA CAÑO BIASSONI 11 /2;BERMON DISTRIBUIDORA S.R.L;BIASSONI;0;0,00
ID-00008667;03151.20;REMACHADORA BIASSONI 250MM;BERMON DISTRIBUIDORA S.R.L;BIASSONI;2;5,25
ID-00008668;231206;PINZA SEEGER EXTERIOR RECTA;DELLA VALLE Y CIA SRL;BIASSONI;0;0,00
ID-00008669;231207;PINZA SEEGER INTERIOR RECTA;DELLA VALLE Y CIA SRL;BIASSONI;1;0,41
ID-00008670;231208;PINZA SEEGER EXTERIOR CURVA;DELLA VALLE Y CIA SRL;BIASSONI;0;0,00
ID-00008671;231209;PINZA SEEGER INTERIOR CURVA;DELLA VALLE Y CIA SRL;BIASSONI;0;0,00
ID-00008672;603.APS.309;PISTOLA P/SELLADOR SILICONADO KEMEN;BULONFER S.A;KEMEN;0;0,00
ID-00008673;610.AM.815K;"ACANALADORA NEO 5"" 1400W";BULONFER S.A;NEO;2;419,11
ID-00008674;;PAR DE GUANTE PU STEELPRO T7;KUNZ JOSE;STEELPRO;2;0,20
ID-00008675;;PAR DE GUANTE PU MULTIFLEX T9;KUNZ JOSE;STEELPRO;1;0,10
ID-00008676;03638.90;SERRUCHO CARPINTERO DE 30CM SANTA JUANA  BERMON DISTRIBUIDORA S.R.L;;SANTA JUANA;0;0,00
ID-00008677;03639.00;SERRUCHO CARPINTERO DE 40CM SANTA JUANA  BERMON DISTRIBUIDORA S.R.L;;SANTA JUANA;4;59,57
ID-00008678;03640.00;SERRUCHO CARPINTERO DE 45CM SANTA JUANA  BERMON DISTRIBUIDORA S.R.L;;SANTA JUANA;0;0,00
ID-00008679;03622;SERRUCHO DE COSTILLA x 25CM SANTA JUANA;BERMON DISTRIBUIDORA S.R.L;SANTA JUANA;1;1,06
ID-00008680;47073;SERRYCHO CARPINTERO TIBURON 40CM;DELLA VALLE Y CIA SRL;SANTA JUANA;2;1,25
ID-00008681;47074;SERRUCHO CARPINTERO TIBURON 45CM;DELLA VALLE Y CIA SRL;SANTA JUANA;1;2,19
ID-00008682;47075;SERRUCHO CARPINTERO TIBURON 50CM;DELLA VALLE Y CIA SRL;SANTA JUANA;2;5,81
ID-00008683;03620;SERRUCHO DE PODA SANTA JUANA C/MAD;BERMON DISTRIBUIDORA S.R.L;SANTA JUANA;0;0,00
ID-00008684;03638.20;ESCUADRA METALICA x 20 CM SANTA JUANA;BERMON DISTRIBUIDORA S.R.L;SANTA JUANA;2;1,64
ID-00008685;X5225P;ESCUADRA METALICA x 25 CM SANTA JUANA;ANGAR DISTRIBUCIONES;SANTA JUANA;2;14748,48
ID-00008686;X5230P;ESCUADRA METALICA x 30 CM SANTA JUANA;ANGAR DISTRIBUCIONES;SANTA JUANA;0;0,00
ID-00008687;5944;TIJERA PARA PODAR EN ALTURA BREMEN;BREMEN TOOLS ARGENTINA S.A.;BREMEN;0;0,00
ID-00008688;136045;RODILLO DE CUERO LANAR N° 17 CUBREMAS;PROCOM;EL GALGO;9;19,93
ID-00008689;02812.081;RODILLO CUERO LANAR;BERMON DISTRIBUIDORA S.R.L;CONER;1;3,20
ID-00008690;611.10T22MP1/2;JUEGO DE TUBOS NEO 22PZS;BULONFER S.A;NEO;0;0,00
ID-00008691;;;;;0;0,00
ID-00008692;;;;;0;0,00
ID-00008693;IE6150;SOLDADORA SALKOR 150AMP;BULONFER S.A;SALKOR;0;0,00
ID-00008694;152418;CABEZAL P/MOTOGUADAÑA AUTOM. NARANJA;CRIMARAL S.A.I.C.F.E.I;SIN RAMO;2;27,57
ID-00008695;610.SK.1080/2;SIERRA CALADORA NEO DE 800WTS.;BULONFER S.A;NEO;0;0,00
ID-00008696;611.HCSM.14;"DISCO DE SENSITIVA 14"" MULTIPR. 4 EN 1";BULONFER S.A;NEO;0;0,00
ID-00008697;602.TNH.724;TANZA BELARRA HEPTAGONAL 2.4MM x ROLLO;BULONFER S.A;BELARRA;7;0,53
ID-00008698;602.CBA.700;CARRETEL P/BORDIADORA BELARRA;BULONFER S.A;BELARRA;10;159,48
ID-00008699;602.TNH.730;TANZA BELARRA HEPTAGONAL 3MM x METRO;BULONFER S.A;BELARRA;1;0,00
ID-00008700;120031;PICAPORTE PVC NEGRO M2;PROCOM;SIN RAMO;4;18,94
ID-00008701;01669;CHISPERO MAGICLICK RECARGABLE GRANDE;ALEJANDRO BERMON;SIN RAMO;17;48997,18
ID-00008702;NS1000;NIVEL DE ALUMINIO x 1.00 MTS. C/IMAN;GACINOL S.R.L;HAMILTON;4;78768,05
ID-00008703;PAS30;"PISTOLA PARA SILICONA DE 15"" HAMILTON";GACINOL S.R.L;HAMILTON;1;11842,14
ID-00008704;DM115;DISCO DIAMANTADO MULTITURBO DE 4 1/2;GACINOL S.R.L;HAMILTON;0;0,00
ID-00008705;BBM;CEPILLO MANGO PLASTICO NARANJA;GACINOL S.R.L;HAMILTON;2;3117,44
ID-00008706;PGL20;"PRENSA G 2"" HAMILTON";GACINOL S.R.L;HAMILTON;0;0,00
ID-00008707;PGL30;"PRENSA G 3"" HAMILTON";GACINOL S.R.L;HAMILTON;3;31692,05
ID-00008708;PGL40;"PRENSA G 4"" HAMILTON";GACINOL S.R.L;HAMILTON;0;0,00
ID-00008709;PGL50;"PRENSA G 5"" HAMILTON";GACINOL S.R.L;HAMILTON;1;17235,64
ID-00008710;PGL60;"PRENSA G 6"" HAMILTON";GACINOL S.R.L;HAMILTON;1;24105,80
ID-00008711;WCMC08;LLAVE COMBINADA CON CRIQUE DE 8MM;GACINOL S.R.L;HAMILTON;1;4318,53
ID-00008712;WCMC09;LLAVE COMBINADA CON CRIQUE DE 9MM;GACINOL S.R.L;HAMILTON;3;2942,81
ID-00008713;WCMC10;LLAVE COMBINADA CON CRIQUE DE 10 MM;GACINOL S.R.L;HAMILTON;0;0,00
ID-00008714;WCMC11;LLAVE COMBINADA CON CRIQUE DE 11 MM;GACINOL S.R.L;HAMILTON;1;1102,30
ID-00008715;WCMC12;LLAVE COMBINADA CON CRIQUE DE 12MM;GACINOL S.R.L;HAMILTON;2;21084,05
ID-00008716;WCMC13;LLAVE COMBINADA CON CRIQUE DE 13MM;GACINOL S.R.L;HAMILTON;2;23028,15
ID-00008717;WCMC14;LLAVE COMBINADA CON CRIQUE DE 14MM;GACINOL S.R.L;HAMILTON;1;948,68
ID-00008718;WCMC15;LLAVE COMBINADA CON CRIQUE DE 15MM;GACINOL S.R.L;HAMILTON;1;1504,73
ID-00008719;WCMC16;LLAVE COMBINADA CON CRIQUE DE 16MM;GACINOL S.R.L;HAMILTON;1;14543,33
ID-00008720;WCMC17;LLAVE COMBINADA CON CRIQUE DE 17MM;GACINOL S.R.L;HAMILTON;0;0,00
ID-00008721;FMG08;FORMON 8MM HAMILTON;GACINOL S.R.L;HAMILTON;1;8097,23
ID-00008722;FMG16;FORMON 16MM HAMILTON;GACINOL S.R.L;HAMILTON;2;16748,07
ID-00008723;FMG22;FORMON 22MM HAMILTON;GACINOL S.R.L;HAMILTON;0;0,00
ID-00008724;FMG25;FORMON 25MM HAMILTON;GACINOL S.R.L;HAMILTON;0;0,00
ID-00008725;AB07-14;ACCESORIO DE 1/4 CRUQUE CON EXPULSOR;GACINOL S.R.L;HAMILTON;1;22061,83
ID-00008726;LL190;LINTERNA LED VINCHA 1 LED CREED;GACINOL S.R.L;HAMILTON;1;37239,31
ID-00008727;DF1560;DISCO FLAP G60 HAMILTON 4 1/2;GACINOL S.R.L;HAMILTON;29;46292,32
ID-00008728;;;;;0;0,00
ID-00008729;;;;;0;0,00
ID-00008730;DPL5150;DESTORNILLADOR HAMILTON PLANO 5 x 150MM;GACINOL S.R.L;HAMILTON;7;10391,82
ID-00008731;DP200;DEPOSITO PLASTICO P/PISTOLA DE PINTAR;GACINOL S.R.L;HAMILTON;1;14067,14
ID-00008732;WCMC18;LLAVE COMBINADA CON CRIQUE DE 18MM;GACINOL S.R.L;HAMILTON;3;4022,13
ID-00008733;WCMC19;LLAVE COMBINADA CON CRIQUE DE 19MM;GACINOL S.R.L;HAMILTON;0;0,00
ID-00008734;APC80;"PINZA PELACABLE HAMILTON 8""";GACINOL S.R.L;HAMILTON;5;147861,97
ID-00008735;APS90;"PINZA SACABOCADO 9""";GACINOL S.R.L;HAMILTON;1;14179,88
ID-00008736;TJP80P;"TIJERA DE PODA 8"" HAMILTON";GACINOL S.R.L;HAMILTON;1;2187,84
ID-00008737;TJ01;TIJERA CORTA CAÑO PVC/TERMOF;GACINOL S.R.L;HAMILTON;4;62078,23
ID-00008738;TJ02;TIJERA CORTA TUBO DE 42MM TJ02;GACINOL S.R.L;HAMILTON;4;23751,98
ID-00008739;CC01;CORTA CAÑO HAMILTON 3 A 32MM;GACINOL S.R.L;HAMILTON;2;53467,94
ID-00008740;CC02;CORTA CAÑO MINI;GACINOL S.R.L;HAMILTON;3;6791,38
ID-00008741;PBH25M;"PUNTAS PHILIPS PH2 1""";GACINOL S.R.L;HAMILTON;33;23217,73
ID-00008742;PBH50;"PUNTAS PHILIPS PH2 2""";GACINOL S.R.L;HAMILTON;225;249980,31
ID-00008743;PG200R;PISTOLA DE PINTAR HAMILTON 1.4MM GRAVIT;GACINOL S.R.L;HAMILTON;1;54048,15
ID-00008744;PG300;PISTOLA DE PINTAR HAMILTON 1.3MM GRAVIT;GACINOL S.R.L;HAMILTON;1;112159,66
ID-00008745;PVH38;"BOCALLAVE MAGNETICA HAMILTON 3/8""";GACINOL S.R.L;HAMILTON;25;42784,36
ID-00008746;PVH716;"BOCALLAVE MAGNETICA 7/16"" HAMILTON";GACINOL S.R.L;HAMILTON;2;298,40
ID-00008747;PVH516;BOCALLAVE MAGNETICA HAMILTON 5/16;GACINOL S.R.L;HAMILTON;12;1790,42
ID-00008748;PVH10;BOCALLAVE MAGNETICA HAMILTON 10MM;GACINOL S.R.L;HAMILTON;15;25304,62
ID-00008749;TAD10;TIJERA DE CORTAR CHAPA CORTE DERECHO;GACINOL S.R.L;HAMILTON;2;38650,60
ID-00008750;TAI10;"TIJERA DE AVIACION 10"" CORTE IZQUIERDO";GACINOL S.R.L;HAMILTON;4;16828,65
ID-00008751;TAR10;TIJERA DE CORTAR CHAPA RECTO;GACINOL S.R.L;HAMILTON;3;59555,52
ID-00008752;ACC80;"ALICATE CORTA CABLE HAMILTON 8""";GACINOL S.R.L;HAMILTON;9;148803,68
ID-00008753;PFR180P;"PRENSA RAPIDA TIPO F 18"" HAMILTON";GACINOL S.R.L;HAMILTON;1;17526,33
ID-00008754;PFR360P;"PRENSA RAPIDA TIPO F 36"" HAMILTON";GACINOL S.R.L;HAMILTON;0;0,00
ID-00008755;PFC1230;PRENSA TIPO SARGENTO 120 X 300;GACINOL S.R.L;HAMILTON;1;32613,74
ID-00008756;PFC1250;PRENSA TIPO SARGENTO 120 X 500 MM;GACINOL S.R.L;HAMILTON;2;70360,58
ID-00008757;PFC1280;PRENSA TIPO SARGENTO 120 X 800 MM;GACINOL S.R.L;HAMILTON;2;99259,19
ID-00008758;BHM10L;"TUBO HEXAGONAL 1/2"" HAMILTON LARGO 10MM";GACINOL S.R.L;HAMILTON;3;12166,34
ID-00008759;BHM11L;"TUBO HEXAGONAL 1/2"" HAMILTON LARGO 11MM";GACINOL S.R.L;HAMILTON;2;8110,89
ID-00008760;BHM12L;"TUBO HEXAGONAL 1/2"" HAMILTON LARGO 12MM";GACINOL S.R.L;HAMILTON;3;12166,34
ID-00008761;BHM13L;BOCALLAVE EXAGONAL 13 LARGO;GACINOL S.R.L;HAMILTON;3;12166,34
ID-00008762;BHM14L;"TUBO HEXAGONAL 1/2"" HAMILTON LARGO 14MM";GACINOL S.R.L;HAMILTON;2;8110,89
ID-00008763;BHM15L;"TUBO HEXAGONAL 1/2"" HAMILTON LARGO 15MM";GACINOL S.R.L;HAMILTON;2;8110,89
ID-00008764;BHM16L;"TUBO HEXAGONAL 1/2"" HAMILTON LARGO 16MM";GACINOL S.R.L;HAMILTON;2;8110,89
ID-00008765;;;;;0;0,00
ID-00008766;;;;;0;0,00
ID-00008767;BHM17L;"TUBO HEXAGONAL 1/2"" HAMILTON LARGO 17MM";GACINOL S.R.L;HAMILTON;3;12123,80
ID-00008768;BHM18L;"TUBO HEXAGONAL 1/2"" HAMILTON LARGO 18MM";GACINOL S.R.L;HAMILTON;2;9245,28
ID-00008769;BHM19L;"TUBO HEXAGONAL 1/2"" HAMILTON LARGO 19MM";GACINOL S.R.L;HAMILTON;3;14676,18
ID-00008770;BHM20L;"TUBO HEXAGONAL 1/2"" HAMILTON LARGO 20MM";GACINOL S.R.L;HAMILTON;2;10776,71
ID-00008771;BHM21L;"TUBO HEXAGONAL 1/2"" HAMILTON LARGO 21MM";GACINOL S.R.L;HAMILTON;2;10918,50
ID-00008772;BHM22L;"TUBO HEXAGONAL 1/2"" HAMILTON LARGO 22MM";GACINOL S.R.L;HAMILTON;2;12506,66
ID-00008773;BHM23L;"TUBO HEXAGONAL 1/2"" HAMILTON LARGO 23MM";GACINOL S.R.L;HAMILTON;3;26927,59
ID-00008774;BHM24L;"TUBO HEXAGONAL 1/2"" HAMILTON LARGO 24MM";GACINOL S.R.L;HAMILTON;2;13839,56
ID-00008775;BHM27L;BOCALLAVE EXAGONAL 27 LARGO;GACINOL S.R.L;HAMILTON;2;5398,13
ID-00008776;BHM30L;BOCALLAVE EXAGONAL 30 LARGO;GACINOL S.R.L;HAMILTON;3;37094,61
ID-00008777;BHM32L;BOCALLAVE EXAGONAL 32 LARGO;GACINOL S.R.L;HAMILTON;1;14179,88
ID-00008778;DT115F;"DISCO DIAMANTADO TURBO FINO DE 4 1/2""";GACINOL S.R.L;HAMILTON;11;91865,93
ID-00008779;LH30E;JUEGO DE LLAVES ALLEN MM HAMILTON 8P;GACINOL S.R.L;HAMILTON;2;30120,02
ID-00008780;LH60E;JUEGO DE LLAVES ALLEN SAE HAMILTON 8P;GACINOL S.R.L;HAMILTON;2;29298,58
ID-00008781;LT80E;JUEGO DE LLAVES TORX HAMILTON 8P;GACINOL S.R.L;HAMILTON;3;41072,77
ID-00008782;DP300;DEPOSITO PISTOLA DE PINTAR PG300 HAM;GACINOL S.R.L;HAMILTON;0;0,00
ID-00008783;EPS25M;ESCUADRA MAGNETICA 11KG;GACINOL S.R.L;HAMILTON;2;12478,30
ID-00008784;EPS50M;ESCUADRA MAGNETICA 22.6KG;GACINOL S.R.L;HAMILTON;1;11187,93
ID-00008785;EPS75M;ESCUADRA MAGNETICA 34KG;GACINOL S.R.L;HAMILTON;3;46793,61
ID-00008786;EYC;ENGRAMPADORA Y CLAVADORA NEUMATICA;GACINOL S.R.L;HAMILTON;1;64086,12
ID-00008787;ENE08;GRAMPA P/ENE 12.7X8MM (5000UNIDA);GACINOL S.R.L;HAMILTON;3;20699,21
ID-00008788;ENE10;GRAMPA  P/ENE 12.7X10 (5000UNIDADES);GACINOL S.R.L;HAMILTON;3;24354,27
ID-00008789;ENE14;GRAMPA P/ENE 12.7X14MM (5000UNID);GACINOL S.R.L;HAMILTON;2;9974,73
ID-00008790;EYC25;GRAMPAS HAMILTON 25MM CAL 5.7MM;GACINOL S.R.L;HAMILTON;5;27159,52
ID-00008791;EYC32;GRAMPAS 32MM HAMILTON;GACINOL S.R.L;HAMILTON;2;16890,69
ID-00008792;EYC40;GRAMPAS 40MM HAMILTON;GACINOL S.R.L;HAMILTON;3;57281,89
ID-00008793;EYC10C;CLAVO P/CLAVADORA 10MM;GACINOL S.R.L;HAMILTON;10;55846,50
ID-00008794;EYC15C;CLAVO P/CLAVADORA NEUMATICA 15MM x5000U;GACINOL S.R.L;HAMILTON;2;15519,66
ID-00008795;EYC25C;CLAVO P/CLAVODPRA 25MM;GACINOL S.R.L;HAMILTON;8;43725,18
ID-00008796;EYC30C;CLAVO P/CLAVADORA NEUMATICA 30X5000;GACINOL S.R.L;HAMILTON;5;71525,96
ID-00008797;EYC40C;CLAVO P/CLAVADORA NEUMATICA 40X5000 U;GACINOL S.R.L;HAMILTON;5;23616,78
ID-00008798;EYC50C;CLAVO P/CLAVADORA NEUMATICA 50 MM;GACINOL S.R.L;HAMILTON;4;47233,71
ID-00008799;CP20;CAJA DE HERRAMIENTAS CP20 HAMILTON;GACINOL S.R.L;HAMILTON;0;0,00
ID-00008800;CP23;"CAJA DE HERRAMIENTAS HAMILTON 23""";GACINOL S.R.L;HAMILTON;1;2124,06
ID-00008801;BHM19-34;"TUBO HEXAGONAL 3/4"" HAMILTON x 19MM";GACINOL S.R.L;HAMILTON;3;29479,95
ID-00008802;;;;;0;0,00
ID-00008803;;;;;0;0,00
ID-00008804;BHM22-34;"TUBO HEXAGONAL 3/4"" HAMILTON x 22MM";GACINOL S.R.L;HAMILTON;2;19653,30
ID-00008805;BHM24-34;"TUBO HEXAGONAL 3/4"" HAMILTON x 24MM";GACINOL S.R.L;HAMILTON;2;19653,30
ID-00008806;BHM25-34;"TUBO HEXAGONAL 3/4"" HAMILTON x 25MM";GACINOL S.R.L;HAMILTON;2;21099,67
ID-00008807;BHM27-34;"TUBO HEXAGONAL 3/4"" HAMILTON x 27MM";GACINOL S.R.L;HAMILTON;2;21099,67
ID-00008808;BHM28-34;"TUBO HEXAGONAL 3/4"" HAMILTON x 28MM";GACINOL S.R.L;HAMILTON;2;22290,78
ID-00008809;BHM30-34;"TUBO HEXAGONAL 3/4"" HAMILTON x 30MM";GACINOL S.R.L;HAMILTON;2;24020,74
ID-00008810;BHM32-34;"TUBO HEXAGONAL 3/4"" HAMILTON x 32MM";GACINOL S.R.L;HAMILTON;2;24814,80
